iter	Logloss
256	0.4146646657
257	0.4145985954
258	0.414534582
259	0.4144635483
260	0.4143853191
261	0.4143442891
262	0.4142888603
263	0.4142763363
264	0.4141965827
265	0.4141311255
266	0.4140730059
267	0.4140195793
268	0.4140043816
269	0.4139688584
270	0.4139099085
271	0.4138589528
272	0.413829388
273	0.413754544
274	0.4136740683
275	0.413622463
276	0.4135838862
277	0.4135199586
278	0.4134609522
279	0.4133831953
280	0.4132975763
281	0.4132566963
282	0.4132178548
283	0.413145596
284	0.4131151857
285	0.4130689765
286	0.4130509651
287	0.4130140953
288	0.412957634
289	0.4128985292
290	0.4128344938
291	0.4127643593
292	0.4127337294
293	0.4126976166
294	0.4126583048
295	0.412609309
296	0.4125835779
297	0.4125152173
298	0.4125095261
299	0.4124599699
300	0.4123984655
301	0.412379081
302	0.4123409912
303	0.4123007304
304	0.4122357412
305	0.4122027472
306	0.4121466054
307	0.4120804696
308	0.4120636694
309	0.4120251039
310	0.4120067744
311	0.4119802293
312	0.4119354439
313	0.4118982297
314	0.41187755
315	0.4118251263
316	0.4117896572
317	0.411727063
318	0.4116762483
319	0.4116357665
320	0.4116056428
321	0.4115606207
322	0.4115184626
323	0.411486413
324	0.4114437818
325	0.4113886365
326	0.4113608496
327	0.4113051463
328	0.4112405626
329	0.4111889513
330	0.411162101
331	0.4111402144
332	0.4111125145
333	0.4110677129
334	0.4110211826
335	0.4109439178
336	0.4109161431
337	0.410904383
338	0.4108655875
339	0.4108096117
340	0.4107715958
341	0.4107405418
342	0.4106990041
343	0.4106609806
344	0.4106386941
345	0.4105720625
346	0.4105250032
347	0.4104565496
348	0.4104529335
349	0.4104213353
350	0.4103612708
351	0.4103355659
352	0.410274825
353	0.4102265896
354	0.4101471699
355	0.4101069924
356	0.4100918341
357	0.410055066
358	0.4100249862
359	0.4099470034
360	0.409906208
361	0.4098649208
362	0.4098111074
363	0.4097710866
364	0.409703735
365	0.4096587636
366	0.4096082476
367	0.4095611187
368	0.4095028208
369	0.4094320587
370	0.4093746076
371	0.4093466671
372	0.4093114688
373	0.4092947977
374	0.4092326389
375	0.4091863706
376	0.4091671983
377	0.4091345948
378	0.409121253
379	0.4090817459
380	0.4090283236
381	0.4090111663
382	0.4089438642
383	0.4089074344
384	0.4088678255
385	0.4088254827
386	0.4088020096
387	0.4087558783
388	0.4087356657
389	0.4086884155
390	0.4086792897
391	0.4085875638
392	0.4085430712
393	0.4085057057
394	0.4084582022
395	0.4084196149
396	0.4083746812
397	0.4083385814
398	0.4082649655
399	0.408224893
400	0.4081682196
401	0.408149083
402	0.4080879301
403	0.4080628185
404	0.4080253007
405	0.4079895599
406	0.4079484543
407	0.4078821975
408	0.4078236842
409	0.4078236796
410	0.4078045619
411	0.4077855241
412	0.4077633057
413	0.4077302222
414	0.407697147
415	0.4076672698
416	0.4076460756
417	0.4075972905
418	0.4075721359
419	0.4075077626
420	0.4074868827
421	0.4074378661
422	0.4074004357
423	0.4073593201
424	0.4073121619
425	0.4072966831
426	0.4072638406
427	0.4072363146
428	0.407194501
429	0.407179413
430	0.4071506327
431	0.4071003493
432	0.4070477829
433	0.4070001041
434	0.4069672092
435	0.4069511424
436	0.4069228679
437	0.4068944666
438	0.4068421323
439	0.4067638502
440	0.4067001559
441	0.4066528486
442	0.4066113442
443	0.4065593515
444	0.4065033712
445	0.4064615978
446	0.4064380411
447	0.4064036329
448	0.4063766647
449	0.4063255291
450	0.4062868052
451	0.4062482433
452	0.4061883532
453	0.4061520223
454	0.4061275771
455	0.4060711825
456	0.4060438121
457	0.4059906585
458	0.4059781286
459	0.4059221388
460	0.4058813506
461	0.4058084477
462	0.4057659198
463	0.4057516406
464	0.4057095581
465	0.4056473041
466	0.4056056505
467	0.4055151402
468	0.4054616243
469	0.4054403332
470	0.4054030336
471	0.4053537231
472	0.4052825706
473	0.4052727079
474	0.4052074176
475	0.4051565476
476	0.4051103301
477	0.405046233
478	0.4049988448
479	0.4049477624
480	0.4049256099
481	0.4048890113
482	0.4048315878
483	0.4047995817
484	0.4047687208
485	0.4047191198
486	0.4046967687
487	0.4046293831
488	0.4046131432
489	0.404531478
490	0.4044734426
491	0.4044212185
492	0.4043531658
493	0.4043045212
494	0.4042381481
495	0.404186612
496	0.4041522283
497	0.404116786
498	0.4040888739
499	0.404030956
500	0.403969092
501	0.4039169244
502	0.4038533008
503	0.4038251538
504	0.4037744077
505	0.403716828
506	0.4037124017
507	0.4036772012
508	0.4036065999
509	0.4035523579
510	0.4035216995
511	0.4034892012
512	0.4034416966
513	0.4033985146
514	0.4033741639
515	0.4033392699
516	0.4032693944
517	0.4032131617
518	0.4031596983
519	0.4031246259
520	0.4030594267
521	0.4030216696
522	0.4029706172
523	0.4029317562
524	0.4029061977
525	0.4028657101
526	0.4027970795
527	0.4027545013
528	0.4027263894
529	0.4026967062
530	0.4026707205
531	0.4026193735
532	0.4025622734
533	0.402517918
534	0.4024889223
535	0.4024194927
536	0.4023745007
537	0.402328637
538	0.4023139562
539	0.4022698575
540	0.4022380938
541	0.4021750491
542	0.4021253538
543	0.4020884032
544	0.4020465435
545	0.4019963064
546	0.401924936
547	0.4018569218
548	0.4018197167
549	0.4017911054
550	0.4017127978
551	0.4016542522
552	0.4016233748
553	0.401563171
554	0.4015274953
555	0.4014792834
556	0.4014309201
557	0.40138425
558	0.4013301197
559	0.4012782769
560	0.4012131871
561	0.4011362737
562	0.4010805437
563	0.4010375571
564	0.4009896725
565	0.400932587
566	0.400889318
567	0.4008221938
568	0.400771008
569	0.4007253198
570	0.4006736369
571	0.4006474014
572	0.4005859544
573	0.4005710154
574	0.4005368891
575	0.4005068196
576	0.400448373
577	0.4004264303
578	0.4003850003
579	0.4003108977
580	0.4002698354
581	0.400225919
582	0.4001696962
583	0.4001223774
584	0.400049415
585	0.3999817626
586	0.3999234729
587	0.3998620947
588	0.3997972589
589	0.3997204124
590	0.3996998689
591	0.3996148731
592	0.3995596257
593	0.3995140485
594	0.3994485604
595	0.3993908203
596	0.3993664672
597	0.3993396053
598	0.399275593
599	0.3991949327
600	0.3991481781
601	0.3991220606
602	0.3990784923
603	0.3990242321
604	0.3989877471
605	0.3989258069
606	0.3989114618
607	0.3988571464
608	0.398793842
609	0.398716738
610	0.3986807438
611	0.3986573238
612	0.39860416
613	0.3985209174
614	0.3984446218
615	0.398424595
616	0.3983704382
617	0.3983004127
618	0.3982589592
619	0.3982052234
620	0.3981578953
621	0.3981063271
622	0.3980201438
623	0.3979858399
624	0.3979090883
625	0.3978587535
626	0.3977994747
627	0.3977360366
628	0.3976956652
629	0.3976524286
630	0.397635764
631	0.3976143589
632	0.3975466892
633	0.397523763
634	0.3974844564
635	0.3974292066
636	0.3973876651
637	0.3973637739
638	0.3973222708
639	0.3972412516
640	0.3971742312
641	0.3971271295
642	0.3970848326
643	0.3970243053
644	0.3969581109
645	0.3969070938
646	0.3968385702
647	0.3968287531
648	0.3967686119
649	0.3967133529
650	0.3966717403
651	0.3966495338
652	0.3965840957
653	0.3965110304
654	0.3964705987
655	0.3964238314
656	0.3963784916
657	0.3963101167
658	0.3962414953
659	0.3961944742
660	0.3961614659
661	0.3961163443
662	0.3960863351
663	0.3960074668
664	0.3959543611
665	0.3958822077
666	0.3958007144
667	0.3957240085
668	0.3956742518
669	0.3956021621
670	0.3955407793
671	0.3954938586
672	0.3954546598
673	0.3954265094
674	0.3953694781
675	0.3953400253
676	0.3952858739
677	0.3952509496
678	0.3951950101
679	0.3951697619
680	0.3950879756
681	0.3950419568
682	0.394983755
683	0.394947402
684	0.3948829522
685	0.3948478576
686	0.3947893119
687	0.3947214817
688	0.3946789973
689	0.3946078038
690	0.3945428302
691	0.3945122056
692	0.394455275
693	0.3944017981
694	0.3943620912
695	0.3943059793
696	0.3942546643
697	0.3941956187
698	0.3941687628
699	0.3941265127
